name,pos,cap_hit,cap_percent,season,team
Rodney Smith,WR,34411,0.02,2015,Dallas Cowboys
James Anderson,OLB,33529,0.03,2014,Dallas Cowboys
Donovan Olumba,CB,29118,0.01,2019,Dallas Cowboys
Wyatt Miller,T,29118,0.01,2019,Dallas Cowboys
Lance Lenoir,WR,27353,0.02,2017,Dallas Cowboys
Kadeem Edwards,G,27353,0.02,2017,Dallas Cowboys
Tre'Von Johnson,OLB,27353,0.02,2017,Dallas Cowboys
Richard Ash,DT,26470,0.02,2016,Dallas Cowboys
Vince Mayle,WR,25588,0.02,2015,Dallas Cowboys
Von Miller,OLB,25125000,12.89,2019,Denver Broncos
Von Miller,OLB,19900000,11.86,2017,Denver Broncos
Peyton Manning,QB,17500000,12.06,2015,Denver Broncos
Peyton Manning,QB,17500000,12.96,2014,Denver Broncos
Demaryius Thomas,WR,15200000,9.86,2016,Denver Broncos
Case Keenum,QB,15000000,8,2018,Denver Broncos
Kareem Jackson,SS,13882353,6.49,2020,Denver Broncos
Demaryius Thomas,WR,13200000,9.1,2015,Denver Broncos
Demaryius Thomas,WR,12033333,7.17,2017,Denver Broncos
Chris Harris,CB,11916668,6.11,2019,Denver Broncos
Von Miller,OLB,11500000,7.46,2016,Denver Broncos
Justin Simmons,FS,11441000,5.35,2020,Denver Broncos
Aqib Talib,CB,11352941,6.77,2017,Denver Broncos
Derek Wolfe,DE,10925000,5.83,2018,Denver Broncos
Ryan Clady,LT,10600000,7.31,2015,Denver Broncos
Von Miller,OLB,10125000,5.4,2018,Denver Broncos
Aqib Talib,CB,9968750,6.47,2016,Denver Broncos
Chris Harris,CB,9866666,5.88,2017,Denver Broncos
Von Miller,OLB,9754000,6.72,2015,Denver Broncos
DeMarcus Ware,OLB,9666666,7.16,2014,Denver Broncos
Emmanuel Sanders,WR,9537500,5.68,2017,Denver Broncos
Ron Leary,G,9312500,4.78,2019,Denver Broncos
Chris Harris,CB,9000000,5.84,2016,Denver Broncos
DeMarcus Ware,OLB,8666666,5.97,2015,Denver Broncos
Ryan Clady,LT,8600000,6.37,2014,Denver Broncos
Bradley Roby,CB,8526000,4.55,2018,Denver Broncos
Ja'Wuan James,RT,8000000,4.1,2019,Denver Broncos
Aqib Talib,CB,7906250,5.85,2014,Denver Broncos
Wes Welker,WR,7647059,5.66,2014,Denver Broncos
Bradley Chubb,OLB,7527611,3.52,2020,Denver Broncos
T.J. Ward,SS,7514705,5.18,2015,Denver Broncos
Garett Bolles,LT,7510154,3.51,2020,Denver Broncos
Darian Stewart,FS,7400000,4.41,2017,Denver Broncos
Louis Vasquez,G,7250000,5.37,2014,Denver Broncos
Melvin Gordon,RB,7000000,3.27,2020,Denver Broncos
Brandon Marshall,ILB,7000000,3.74,2018,Denver Broncos
